origin,intersect_forest,touch_forest,contain_forest,overlap_forest,distance_forest,intersect_grassland,touch_grassland,contain_grassland,overlap_grassland,distance_grassland,intersect_industry,touch_industry,contain_industry,overlap_industry,distance_industry,intersect_lake,touch_lake,contain_lake,overlap_lake,distance_lake,intersect_residential,touch_residential,contain_residential,overlap_residential,distance_residential,intersect_river,touch_river,contain_river,overlap_river,distance_river
River_1406.tif,0,0,0,0,0.0155746505476304,0,0,0,0,0.0255933329976522,0,0,0,0,0.0256984153243007,0,0,0,0,0.009273944030878,0,0,0,0,0.0018077965013898,1,0,0,1,0.0
SeaLake_1284.tif,0,0,0,0,0.0164130741484164,0,0,0,0,0.0315613059433119,0,0,0,0,0.0661603366411229,0,0,0,0,0.1709298862610001,0,0,0,0,0.0113788663123417,0,0,0,0,0.0002041909765194
SeaLake_1764.tif,0,0,0,0,0.0772807188923357,0,0,0,0,0.097047061555998,0,0,0,0,0.0392001571257196,0,0,0,0,0.1271473026524557,0,0,0,0,0.0187746213030029,0,0,0,0,0.0785408612883521
River_2236.tif,0,0,0,0,0.0088081837977115,0,0,0,0,0.0218638964577565,0,0,0,0,0.0866230805423331,0,0,0,0,0.1733239438669435,0,0,0,0,0.0119210413739204,0,0,0,0,0.1054436263341885
River_899.tif,2,0,2,0,0.0,0,0,0,0,0.0116769787744266,0,0,0,0,0.0003896890762196,0,0,0,0,0.0042924555314111,0,0,0,0,0.0065705370178007,0,0,0,0,0.0318527050940199
SeaLake_1793.tif,0,0,0,0,0.0004182707309977,0,0,0,0,0.0882817410131986,0,0,0,0,0.0428121064165634,0,0,0,0,0.0773690842183107,0,0,0,0,0.0260548788685622,0,0,0,0,0.019008806561486
SeaLake_1031.tif,0,0,0,0,0.0366168879841903,0,0,0,0,0.0130278641386581,0,0,0,0,0.1405473758442529,0,0,0,0,0.046072765219197,0,0,0,0,0.0392941612775694,0,0,0,0,0.0674429589204815
SeaLake_2609.tif,0,0,0,0,0.0367810178834251,0,0,0,0,0.1177823774956787,0,0,0,0,0.0654481205403916,0,0,0,0,0.0735546031551644,0,0,0,0,0.0522714445341176,0,0,0,0,0.0407908208633069
SeaLake_1707.tif,0,0,0,0,0.0262186926655802,0,0,0,0,0.0578773595057931,0,0,0,0,0.0954230051524557,0,0,0,0,0.0381524163179048,0,0,0,0,0.0204290496820368,0,0,0,0,0.0862738911050289
River_1062.tif,3,0,2,1,0.0,0,0,0,0,0.0106405873910187,0,0,0,0,0.050280249725654,0,0,0,0,0.0641234993894612,0,0,0,0,0.0209342932295906,0,0,0,0,0.0575955750816613
River_417.tif,0,0,0,0,0.0089328874686662,0,0,0,0,0.0097448223170073,0,0,0,0,0.030643858521546,0,0,0,0,0.0086337775577784,0,0,0,0,0.0164185632397206,0,0,0,0,0.0870329538821626
SeaLake_863.tif,0,0,0,0,0.0057832860187936,0,0,0,0,0.0133055325774469,0,0,0,0,0.1015716085155403,0,0,0,0,0.0610206536350867,0,0,0,0,0.0072979312512123,0,0,0,0,0.025241624706587
River_1034.tif,1,0,0,1,0.0,0,0,0,0,0.0434696723959728,0,0,0,0,0.0045186587648647,0,0,0,0,0.0154310785613382,0,0,0,0,0.0030461249326712,0,0,0,0,0.0429956989803014
SeaLake_272.tif,0,0,0,0,0.0478395178088322,0,0,0,0,0.3105178440631048,0,0,0,0,0.2662257561076175,0,0,0,0,0.0569944272751948,0,0,0,0,0.0762385361255621,0,0,0,0,0.1534976618176389
SeaLake_1749.tif,0,0,0,0,0.0034789808669489,0,0,0,0,0.0076380732255006,0,0,0,0,0.0138508173223469,0,0,0,0,0.1103460766817114,0,0,0,0,0.0019023841956316,0,0,0,0,0.0821071224451423
River_360.tif,1,0,0,1,0.0,0,0,0,0,0.0579968250535375,0,0,0,0,0.0037687727032841,0,0,0,0,0.0770098729919449,0,0,0,0,0.0292261483844613,1,0,0,1,0.0
SeaLake_1560.tif,0,0,0,0,0.0716264806466319,0,0,0,0,0.1719799465845709,0,0,0,0,0.0491395130559385,0,0,0,0,0.0730075909408192,0,0,0,0,0.05844593067667,0,0,0,0,0.0740661469109391
SeaLake_1011.tif,0,0,0,0,0.0013322099124223,0,0,0,0,0.0477685547884306,0,0,0,0,0.0356368135587373,0,0,0,0,0.0068314741740698,0,0,0,0,0.0051887865133518,0,0,0,0,0.0972154751885452
River_1466.tif,0,0,0,0,0.0230385084605164,0,0,0,0,0.0408357669394678,1,0,0,1,0.0,0,0,0,0,0.1313077629216588,0,0,0,0,0.0351472922781144,0,0,0,0,0.0370524917102667
River_964.tif,1,0,0,1,0.0,1,0,1,0,0.0,0,0,0,0,0.0330521185043922,0,0,0,0,0.0122798957514336,1,0,1,0,0.0,0,0,0,0,0.0123322465946002
River_1098.tif,0,0,0,0,0.0040889589358218,0,0,0,0,0.090666299758409,0,0,0,0,0.1461775455853596,0,0,0,0,0.1839843081820606,0,0,0,0,0.0142955613323652,0,0,0,0,0.0072998436076759
HerbaceousVegetation_349.tif,0,0,0,0,0.0027157491995014,0,0,0,0,0.3325528119832268,0,0,0,0,0.107736637841919,0,0,0,0,0.268824239924066,0,0,0,0,0.0827237996759429,0,0,0,0,0.0639298183539008
Highway_1153.tif,0,0,0,0,0.1005288586890858,0,0,0,0,0.1186093288978138,0,0,0,0,0.0049281916109971,0,0,0,0,0.1162870894769247,1,0,0,1,0.0,0,0,0,0,0.0089024661435222
Residential_2601.tif,0,0,0,0,0.0038791188239278,0,0,0,0,0.0304119761507838,0,0,0,0,0.0096764156608908,0,0,0,0,0.3402016622002696,0,0,0,0,0.011066792320043,0,0,0,0,0.0214590418675095
HerbaceousVegetation_507.tif,0,0,0,0,0.0447241207923507,0,0,0,0,0.3209477688636136,0,0,0,0,0.0387042231290567,0,0,0,0,0.10595284607553,0,0,0,0,0.0467220093241193,0,0,0,0,0.0332141404080671
Industrial_1142.tif,1,0,0,1,0.0,0,0,0,0,0.0283422089114666,0,0,0,0,0.0061053073302341,0,0,0,0,0.1529916825097679,1,0,0,1,0.0,0,0,0,0,0.0346765426263604
HerbaceousVegetation_1850.tif,0,0,0,0,0.0279623214307345,0,0,0,0,0.0595196442217967,0,0,0,0,0.0678958814471979,0,0,0,0,0.1448261558349497,0,0,0,0,0.0233046421710375,0,0,0,0,0.1999787470029783
Industrial_689.tif,0,0,0,0,0.029463576076775,0,0,0,0,0.1107297554048355,0,0,0,0,0.0287113114514894,0,0,0,0,0.0270561347946775,0,0,0,0,0.0507095837842806,0,0,0,0,0.0584561659878219
Forest_2088.tif,0,0,0,0,0.0356022150324439,0,0,0,0,0.0092104558485604,0,0,0,0,0.1598257918724518,0,0,0,0,0.0498050198197047,0,0,0,0,0.0310937964264341,0,0,0,0,0.0049417664201726
Residential_394.tif,0,0,0,0,0.0186646656252385,0,0,0,0,0.0157439228028106,0,0,0,0,0.0062845522297101,0,0,0,0,0.0820848289754122,1,0,0,1,0.0,0,0,0,0,0.0065858143593892
Residential_282.tif,0,0,0,0,0.0317325871606595,0,0,0,0,0.1405156379728041,0,0,0,0,0.0487239308519586,0,0,0,0,0.0572230792987596,0,0,0,0,0.0112872505182228,0,0,0,0,0.1135102255396561
Residential_1599.tif,0,0,0,0,0.0025678481543859,0,0,0,0,0.1073901254850173,0,0,0,0,0.0349086344110733,0,0,0,0,0.2262342719641817,0,0,0,0,0.0130943001655942,0,0,0,0,0.0299684115270242
Highway_590.tif,0,0,0,0,0.0737042737877443,0,0,0,0,0.1065434780738342,0,0,0,0,0.0089201590917636,0,0,0,0,0.3251041110662068,0,0,0,0,0.0316200097429261,0,0,0,0,0.0499039913031878
Residential_2358.tif,0,0,0,0,0.0139842081531424,0,0,0,0,0.0323728035674454,2,0,0,2,0.0,0,0,0,0,0.1062704999600514,0,0,0,0,0.0020311750449179,0,0,0,0,0.0008623107281116
Industrial_2016.tif,1,0,0,1,0.0,0,0,0,0,0.0403827784160243,1,0,0,1,0.0,0,0,0,0,0.0906432742332167,0,0,0,0,0.012489019707296,0,0,0,0,0.1770234937299182
Highway_200.tif,0,0,0,0,0.0866721821888703,0,0,0,0,0.074450037085603,0,0,0,0,0.0745823526990926,0,0,0,0,0.2266009133245868,0,0,0,0,0.0258920140422538,0,0,0,0,0.0410605105143094
HerbaceousVegetation_2279.tif,0,0,0,0,0.027204804960665,0,0,0,0,0.0264896019435919,0,0,0,0,0.0262923882639279,0,0,0,0,0.0796898384747408,0,0,0,0,0.0325279775811062,0,0,0,0,0.0344733044034574
HerbaceousVegetation_1179.tif,0,0,0,0,0.0394472244465692,0,0,0,0,0.0344272956535792,0,0,0,0,0.0413894899503071,0,0,0,0,0.1071528813364221,0,0,0,0,0.0277123528655182,0,0,0,0,0.1030674189026356
Industrial_1008.tif,0,0,0,0,0.0983725498390763,0,0,0,0,0.0255885836043118,0,0,0,0,0.0054500193335783,0,0,0,0,0.1189047944627216,0,0,0,0,0.0216068109591489,0,0,0,0,0.2515644956808946
Residential_7.tif,4,0,0,4,0.0,0,0,0,0,0.0333216826350666,0,0,0,0,0.0236176303573078,0,0,0,0,0.0320998972886318,0,0,0,0,0.0106234739798586,0,0,0,0,0.0702631092261197
Highway_556.tif,0,0,0,0,0.0467387684374871,0,0,0,0,0.3336975120324857,0,0,0,0,0.0412169144554016,0,0,0,0,0.0561607165511927,0,0,0,0,0.0291260674937079,0,0,0,0,0.045823370397443
Industrial_603.tif,0,0,0,0,0.0310211518804645,0,0,0,0,0.0152712430423168,1,0,0,1,0.0,0,0,0,0,0.0848303544371197,1,0,0,1,0.0,0,0,0,0,0.0963519717381233
Residential_1814.tif,0,0,0,0,0.0037759799187583,0,0,0,0,0.1126354530189909,0,0,0,0,0.011489138430932,0,0,0,0,0.1775582608616394,0,0,0,0,0.0175905334983718,0,0,0,0,0.0344100922594937
Industrial_739.tif,0,0,0,0,0.0031634594894376,0,0,0,0,0.0282932233649731,0,0,0,0,0.0097759101162769,0,0,0,0,0.3190499049322114,0,0,0,0,0.0012708532045232,0,0,0,0,0.0619416388620116
Forest_1136.tif,0,0,0,0,0.011024615832527,0,0,0,0,0.0521598845521847,0,0,0,0,0.0385960673146872,0,0,0,0,0.041998448529222,0,0,0,0,0.0133878878352936,0,0,0,0,0.03122860692371
HerbaceousVegetation_123.tif,0,0,0,0,4.73097154378701,0,0,0,0,4.742285124265026,0,0,0,0,4.723706706082119,0,0,0,0,4.8031336653829095,0,0,0,0,4.717419062858325,0,0,0,0,11.547204349527153
Industrial_2176.tif,0,0,0,0,0.0181229833945573,0,0,0,0,0.1114913222269837,0,0,0,0,0.0115142078313291,0,0,0,0,0.1892194649416236,0,0,0,0,0.014759776392712,0,0,0,0,0.2269689382849624
Highway_607.tif,1,0,0,1,0.0,1,0,0,1,0.0,0,0,0,0,0.0034460746577027,0,0,0,0,0.3290723210057849,4,0,1,3,0.0,0,0,0,0,0.0774387230168414
Forest_2679.tif,0,0,0,0,0.0135135797340907,0,0,0,0,0.0035183185482589,0,0,0,0,0.0122112043441103,0,0,0,0,0.0893226230265671,0,0,0,0,0.0358598899210244,0,0,0,0,0.0657880704182888
HerbaceousVegetation_2926.tif,0,0,0,0,0.011505605838417,0,0,0,0,0.0843403334273021,0,0,0,0,0.0896233892736896,0,0,0,0,0.1834783351774931,0,0,0,0,0.0241680205397631,0,0,0,0,0.0687439531261061
HerbaceousVegetation_1840.tif,0,0,0,0,0.0151583566571427,0,0,0,0,0.0590501036492526,0,0,0,0,0.0812620755006903,0,0,0,0,0.0301122977188312,0,0,0,0,0.0476543702580939,0,0,0,0,0.055162023733993
HerbaceousVegetation_2722.tif,0,0,0,0,0.0130557158586596,0,0,0,0,0.0390993812206712,0,0,0,0,0.044945430364274,0,0,0,0,0.3153827228776619,0,0,0,0,0.0244228134132342,0,0,0,0,0.0186952544583584
HerbaceousVegetation_1353.tif,0,0,0,0,0.0350901610342415,0,0,0,0,0.2410472316192698,0,0,0,0,0.1020465734466447,0,0,0,0,0.0343130922169655,0,0,0,0,0.0496222739525403,0,0,0,0,0.0676305113604011
Residential_1970.tif,0,0,0,0,0.0184497557822101,0,0,0,0,0.1141002385322572,0,0,0,0,0.0175935240934557,0,0,0,0,0.0806685161844093,2,0,0,2,0.0,0,0,0,0,0.0142658615232335
Residential_1555.tif,0,0,0,0,0.0223062892629752,0,0,0,0,0.0441892348029188,0,0,0,0,0.0132012821887573,0,0,0,0,0.3983512618863538,0,0,0,0,0.0205904532623938,0,0,0,0,0.0228301426264403
Residential_1338.tif,0,0,0,0,0.0058124936256772,0,0,0,0,0.7465167854222335,1,0,0,1,0.0,0,0,0,0,0.1351799204181577,0,0,0,0,0.0319016911724318,0,0,0,0,0.0876093526439884
Highway_1408.tif,2,0,1,1,0.0,0,0,0,0,0.0077823056865009,0,0,0,0,0.0327551042935022,0,0,0,0,0.1207065244953806,0,0,0,0,0.0052609128169647,0,0,0,0,0.1425351563823337
Residential_761.tif,2,0,2,0,0.0,0,0,0,0,0.0326331835493037,0,0,0,0,0.0187334666096201,0,0,0,0,0.21251273004613,0,0,0,0,0.0119139053729112,0,0,0,0,0.0538098485125399
Industrial_1002.tif,2,0,2,0,0.0,0,0,0,0,0.068212281322857,0,0,0,0,0.0025488508251273,0,0,0,0,0.1521738868258931,0,0,0,0,0.0093259567727073,0,0,0,0,0.2013700774031946
Forest_2784.tif,0,0,0,0,0.0130476685492883,0,0,0,0,0.074857806016502,0,0,0,0,0.0265538206167603,0,0,0,0,0.0766036896941914,0,0,0,0,0.0143482677275105,0,0,0,0,0.0169873462800501
Forest_2389.tif,0,0,0,0,0.0210379679360475,0,0,0,0,0.035051114145422,0,0,0,0,0.0975037806736046,0,0,0,0,0.135238404881049,0,0,0,0,0.0222159962399623,0,0,0,0,0.012089002689703
Industrial_588.tif,0,0,0,0,0.0843013970783937,0,0,0,0,0.0150791272345765,0,0,0,0,0.0129321431183533,0,0,0,0,0.1292309981251271,0,0,0,0,0.0132818361916916,1,0,0,1,0.0
Industrial_2018.tif,0,0,0,0,0.0241470137301529,0,0,0,0,0.0348019319924303,1,0,0,1,0.0,0,0,0,0,0.0102812489226646,0,0,0,0,0.001828431827138,0,0,0,0,0.0610463514024877
Highway_1722.tif,0,0,0,0,0.0172869206298239,0,0,0,0,0.1457850549017531,0,0,0,0,0.0226024301506679,0,0,0,0,0.0328273699866799,0,0,0,0,0.0113288477406202,0,0,0,0,0.0035913670800818
Forest_123.tif,0,0,0,0,0.0174093734935121,0,0,0,0,0.055236901209085,0,0,0,0,0.049554852529141,0,0,0,0,0.098140560386671,0,0,0,0,0.0045273782495426,0,0,0,0,0.1070519470966538
Highway_820.tif,0,0,0,0,0.0012698815405967,0,0,0,0,0.1118369136609172,0,0,0,0,0.0182731490810541,0,0,0,0,0.2130460307563241,0,0,0,0,0.0096329264931087,0,0,0,0,0.0235102890599669
Residential_2501.tif,0,0,0,0,0.0010795223715645,0,0,0,0,0.0180030795822623,0,0,0,0,0.0383018090301244,0,0,0,0,0.0488316511182231,0,0,0,0,0.0036417515213645,0,0,0,0,0.0050393360551106
Forest_1004.tif,5,0,0,5,0.0,0,0,0,0,0.0563889514987224,0,0,0,0,0.0696945907559773,0,0,0,0,0.3169245779595644,0,0,0,0,0.0101157775735267,0,0,0,0,0.1722273903723179
HerbaceousVegetation_1282.tif,0,0,0,0,0.2510655774382902,0,0,0,0,0.2155206079820956,0,0,0,0,0.0953804668716161,0,0,0,0,0.1399823500721954,0,0,0,0,0.0112941401232667,0,0,0,0,0.0416381060466739
Forest_1164.tif,0,0,0,0,0.0404718640633954,0,0,0,0,0.0286535347787411,0,0,0,0,0.10549801055965,0,0,0,0,0.0436266465354183,0,0,0,0,0.0816866577354481,0,0,0,0,0.1345819466664742
Residential_2038.tif,0,0,0,0,0.0056649475547667,0,0,0,0,0.0187675603269528,0,0,0,0,0.0018268003286905,0,0,0,0,0.0135223894847857,0,0,0,0,0.0027545432939629,0,0,0,0,0.0063224783426129
HerbaceousVegetation_434.tif,0,0,0,0,0.0095031443371082,0,0,0,0,0.0065627906137621,0,0,0,0,0.1493951563742336,0,0,0,0,0.0928869194918189,0,0,0,0,0.0298512134614719,0,0,0,0,0.1283072313036651
Forest_1444.tif,0,0,0,0,0.0463620889075404,0,0,0,0,0.0032840180467092,0,0,0,0,0.1170449419504979,0,0,0,0,0.1396518342989958,0,0,0,0,0.033856305648423,0,0,0,0,0.1145125495918963
Forest_491.tif,0,0,0,0,0.0375183158314417,0,0,0,0,0.0093528329269048,0,0,0,0,0.0665158601897606,0,0,0,0,0.0243403921716127,0,0,0,0,0.0089431964313638,0,0,0,0,0.0534129634445432
Highway_2493.tif,1,0,0,1,0.0,0,0,0,0,0.0012400895115385,0,0,0,0,0.0010889197776019,0,0,0,0,0.6702747480278809,3,0,1,2,0.0,0,0,0,0,0.0050008669647169
HerbaceousVegetation_2891.tif,0,0,0,0,0.1069436213416355,0,0,0,0,0.0883923283551948,0,0,0,0,0.0535590518222688,0,0,0,0,2.322732768834678,0,0,0,0,0.0252155176594549,0,0,0,0,0.054624199677626
Forest_683.tif,0,0,0,0,0.014231189521023,0,0,0,0,0.0523562140751054,0,0,0,0,0.0478460742468378,0,0,0,0,0.0196614652236939,0,0,0,0,0.028013633715148,0,0,0,0,0.0477079061932443
Forest_826.tif,0,0,0,0,0.0093870650342385,0,0,0,0,0.0439423515123759,0,0,0,0,0.0245443071231837,0,0,0,0,0.1916362925296764,0,0,0,0,0.0054099926802285,0,0,0,0,0.0665226455139545
Industrial_384.tif,0,0,0,0,0.0036927399802895,0,0,0,0,0.0181538097472529,0,0,0,0,0.0001339510979282,0,0,0,0,0.2030688891532182,0,0,0,0,0.0227595040092907,0,0,0,0,0.0343650684897349
Residential_2792.tif,0,0,0,0,0.0017149839897781,0,0,0,0,0.014243053384697,0,0,0,0,0.0032751108700552,0,0,0,0,0.0520553838999449,0,0,0,0,0.0050701877598924,0,0,0,0,0.0957842528962376
Residential_1691.tif,0,0,0,0,0.0105641357819539,0,0,0,0,0.191373368384544,0,0,0,0,0.0001684606840826,0,0,0,0,0.0363566564675266,0,0,0,0,0.0521809372611937,0,0,0,0,0.0221585436412156
River_2067.tif,1,0,0,1,0.0,0,0,0,0,0.2666363371834666,0,0,0,0,0.020562116146065,0,0,0,0,0.2864288561696658,0,0,0,0,0.0546254475716618,1,0,0,0,0.0
River_487.tif,0,0,0,0,0.0080610967614823,0,0,0,0,0.0441205613532926,0,0,0,0,0.0316539413112647,0,0,0,0,0.8593150809748973,0,0,0,0,0.0442675883967934,1,0,0,1,0.0
River_180.tif,0,0,0,0,0.0018775866399212,0,0,0,0,0.0256740572869941,0,0,0,0,0.0054976950080923,0,0,0,0,0.1966189716630264,1,0,0,1,0.0,0,0,0,0,0.0289677313975144
SeaLake_1546.tif,0,0,0,0,0.0722989346305184,0,0,0,0,0.0844188412320382,0,0,0,0,0.0246690397819902,0,0,0,0,0.147447836510898,0,0,0,0,0.0345022822271882,0,0,0,0,0.0671164296866109
SeaLake_1316.tif,0,0,0,0,0.0021424917903278,0,0,0,0,0.0241665095872972,0,0,0,0,0.0175854667587893,0,0,0,0,0.13439595281748,0,0,0,0,0.0207212490349353,0,0,0,0,0.0073702844733522
River_612.tif,0,0,0,0,0.005478280133749,0,0,0,0,0.0204649400524239,1,0,0,1,0.0,0,0,0,0,0.0503844486305521,0,0,0,0,0.0055080478574364,0,0,0,0,0.0743253568925996
River_168.tif,5,0,0,5,0.0,0,0,0,0,0.0083533271565549,0,0,0,0,0.0025725534440657,0,0,0,0,0.1335796737638124,0,0,0,0,0.0014312799511392,1,0,0,1,0.0
SeaLake_1684.tif,0,0,0,0,0.0413188846258413,0,0,0,0,0.0367254562655185,0,0,0,0,0.0611552956062715,0,0,0,0,0.2088402663364838,0,0,0,0,0.0208386998342401,0,0,0,0,0.0504556061893258
River_1814.tif,0,0,0,0,0.0158416479307971,0,0,0,0,0.0063736894989065,0,0,0,0,0.003266117562414,0,0,0,0,0.0171617874987295,2,0,0,2,0.0,0,0,0,0,0.0403728067167175
River_446.tif,0,0,0,0,0.0003583641372624,0,0,0,0,0.0092001887549467,0,0,0,0,0.0052844036282507,0,0,0,0,0.0695785744729222,0,0,0,0,0.0038570701794556,1,0,0,1,0.0
SeaLake_895.tif,0,0,0,0,0.0146475810400978,0,0,0,0,0.0531224600178212,0,0,0,0,0.0213689106183263,0,0,0,0,0.2520675104786954,0,0,0,0,0.0418642406178011,0,0,0,0,0.2212163707966927
SeaLake_2908.tif,0,0,0,0,0.0181154840238308,0,0,0,0,0.0133394843228363,0,0,0,0,0.032155396242113,0,0,0,0,0.4360848001018964,0,0,0,0,0.0297016109020871,0,0,0,0,0.0659072221134282
SeaLake_1361.tif,0,0,0,0,0.0125179382417785,0,0,0,0,0.0385662700336079,0,0,0,0,0.0366257632780062,0,0,0,0,0.0202213580616569,0,0,0,0,0.016677086398328,0,0,0,0,0.0686607306746174
River_1948.tif,0,0,0,0,0.002439883738401,0,0,0,0,0.0985568509539024,0,0,0,0,0.0309456714661485,0,0,0,0,0.2793252840990328,0,0,0,0,0.0313143710645671,0,0,0,0,0.1083966699484512
SeaLake_1244.tif,0,0,0,0,0.012515145835779,0,0,0,0,0.0209478583304277,0,0,0,0,0.0347186875260978,0,0,0,0,0.0459252715370034,0,0,0,0,0.0114465462455204,0,0,0,0,0.0664059720714841
SeaLake_1480.tif,0,0,0,0,0.0005449708755078,0,0,0,0,0.0676422205862496,0,0,0,0,0.1425700198345064,0,0,0,0,0.1053644383207969,0,0,0,0,0.0751925250865108,0,0,0,0,0.0754019787846223
SeaLake_54.tif,0,0,0,0,0.0403592561698764,0,0,0,0,0.0271866883772466,0,0,0,0,0.0597904635336629,0,0,0,0,0.1024098115776129,0,0,0,0,0.0347629833033392,0,0,0,0,0.0648928642939341
SeaLake_979.tif,0,0,0,0,0.0623378863194422,0,0,0,0,0.0339144302994735,0,0,0,0,0.0513173301203892,0,0,0,0,0.0489357391258346,0,0,0,0,0.052696069789548,0,0,0,0,0.1430741615002353
SeaLake_858.tif,0,0,0,0,0.050534700658397,0,0,0,0,0.0481209715364322,0,0,0,0,0.0657136402680362,0,0,0,0,0.0412032971116168,0,0,0,0,0.0249332406932774,0,0,0,0,0.1182077676400676
River_2498.tif,0,0,0,0,0.0447400911076698,0,0,0,0,0.0154486377808762,0,0,0,0,0.0010918362229255,0,0,0,0,0.1375435613525212,0,0,0,0,0.0654447688678843,1,0,0,1,0.0
SeaLake_1627.tif,0,0,0,0,0.0096909444494992,0,0,0,0,0.0713686367319521,0,0,0,0,0.067328768522663,0,0,0,0,0.0510280187857972,0,0,0,0,0.082629774771926,0,0,0,0,0.067648370186082
River_387.tif,0,0,0,0,0.0091907244429861,0,0,0,0,0.1027906393337495,0,0,0,0,0.0609169458929251,0,0,0,0,0.0785464530037265,0,0,0,0,0.0115152321110271,1,0,0,1,0.0
SeaLake_2805.tif,0,0,0,0,0.0058545826786492,0,0,0,0,0.2017461802153542,0,0,0,0,0.2337498130568084,0,0,0,0,0.0717409057687314,0,0,0,0,0.0572756844021411,0,0,0,0,0.1554411224807398
River_2097.tif,0,0,0,0,0.0152866583812778,0,0,0,0,0.0386839704649883,0,0,0,0,0.0183698575189244,0,0,0,0,0.1193791387354261,0,0,0,0,0.0073873040181118,0,0,0,0,0.0992515143220198
SeaLake_912.tif,0,0,0,0,0.0441289521225129,0,0,0,0,0.0324321817842602,0,0,0,0,0.0129117617025746,0,0,0,0,0.0109559239997332,0,0,0,0,0.0262749977575075,0,0,0,0,0.0188030568505127
River_1337.tif,0,0,0,0,0.0494785602167002,0,0,0,0,0.0955418367564395,0,0,0,0,0.0973320403471195,0,0,0,0,0.1260220516885143,0,0,0,0,0.0016221039912282,0,0,0,0,0.0541054921090358
River_2396.tif,0,0,0,0,0.0054130727316078,0,0,0,0,0.0497714506325195,0,0,0,0,0.0223222553138287,0,0,0,0,0.0569687037152446,0,0,0,0,0.0055115358581137,0,0,0,0,0.0304725305313722
River_1167.tif,1,0,0,1,0.0,0,0,0,0,0.0674338579993979,0,0,0,0,0.0056698557199957,0,0,0,0,0.01014291615335,0,0,0,0,0.0469245525828062,1,0,0,1,0.0
River_410.tif,0,0,0,0,0.0003299926040583,0,0,0,0,0.047772809184587,0,0,0,0,0.0200403018377627,0,0,0,0,0.0076422126887528,0,0,0,0,0.0051061597467725,1,0,0,1,0.0
SeaLake_743.tif,0,0,0,0,0.0131204718104471,0,0,0,0,0.0319447674742294,0,0,0,0,0.0204260738964548,0,0,0,0,0.0571326647190708,0,0,0,0,0.010997801436267,0,0,0,0,0.0855828394606477
